1,1,RT
1,2,@yarden63201:
1,3,לא
1,4,יודעת
1,5,כבר
1,6,מה
1,7,לעשות
1,8,מתוסבכתתתתת
2,1,עיכובים
2,2,ב
2,3,נחיתות
2,4,ב
2,5,נמלי
2,6,ה
2,7,תעופה
2,8,של
2,9,ניו
2,10,יורק
2,11,בשל
2,12,רוחות
2,13,עזות
2,14,https://t.co/ecF5GJFFGr
3,1,RT
3,2,@daniel32120:
3,3,כל
3,4,מה
3,5,שקורה
3,6,לא
3,7,סתם
3,8,הכל
3,9,מ
3,10,השם
3,11,יתברך.
4,1,RT
4,2,@yuvalbasel:
4,3,אין
4,4,שכל
4,5,אין
4,6,דאגות
5,1,#מתנגן
5,2,♫
5,3,אביתר
5,4,בנאי
5,5,-
5,6,תיאטרון
5,7,רוסי
5,8,https://t.co/jkMA7M37wJ
5,9,via
5,10,@whyd
6,1,אני
6,2,אדם
6,3,עם
6,4,מערכת
6,5,הפעלה
6,6,של
6,7,חתולים.
6,8,מעדכן
6,9,גירסה
6,10,פעם
6,11,ב
6,12,שנתיים.
7,1,@hadover1
7,2,הכוונה
7,3,ל
7,4,פרישה
7,5,ב
7,6,שפל
8,1,האזינו
8,2,•
8,3,האם
8,4,עורכת
8,5,הדין
8,6,של
8,7,ה
8,8,מחבלים
8,9,הצליחה
8,10,לשכנע
8,11,את
8,12,@menachem_toker?
8,13,-
8,14,קול
8,15,חי
8,16,-
8,17,https://t.co/q18uux3YvT
9,1,RT
9,2,@GivatayimRocks:
9,3,דבר
9,4,אחד
9,5,שאני
9,6,לא
9,7,יודע
9,8,אם
9,9,כבר
9,10,נאמר
9,11,פה
9,12,הערב:
9,13,דרושפאקה
9,14,היא
9,15,"ממש,"
9,16,אבל
9,17,"ממש,"
9,18,קבוצת
9,19,כדורסל
9,20,מחורבנת
10,1,@shlomin77
10,2,לא?
10,3,איזו
10,4,מפלגה
10,5,הקימה
10,6,את
10,7,ה
10,8,מדינה?
11,1,RT
11,2,@liron4011:
11,3,אין
11,4,נכון
11,5,כזה!!!
11,6,https://t.co/QBU0rnPDe6
12,1,הישראלי
12,2,שהציל
12,3,את
12,4,"החב""דניק"
12,5,במילאנו
12,6,מדקירה
12,7,ל
12,8,@nrgnewsil
12,9,"""עשיתי"
12,10,מה
12,11,ש
12,12,לימדו
12,13,אותי.
12,14,מ
12,15,בחינתי
12,16,זה
12,17,"יהודי,"
12,18,ו
12,19,אני
12,20,מחויב
12,21,"להצילו"""
12,22,https://t.co/a7PDLvNFJ4
13,1,@edenasar1607
13,2,את
13,3,יודעת
13,4,ש
13,5,אנחנו
13,6,אותו
13,7,דבר
14,1,RT
14,2,@linbarklifa:
14,3,זה
14,4,אומר
14,5,ש
14,6,איבדו
14,7,אותי.
14,8,לא
14,9,מחזיקה
14,10,אף
14,11,אחד
14,12,ב
14,13,כוח.
14,14,https://t.co/hhkb3E7HSf
15,1,קראתי
15,2,כתבה
15,3,מעניינת
15,4,ב
15,5,כלכליסט
15,6,ש
15,7,עשויה
15,8,לעניין
15,9,אותך
15,10,:מה
15,11,עדיף
15,12,-
15,13,ביטוח
15,14,מנהלים
15,15,או
15,16,קרן
15,17,פנסיה
15,18,https://t.co/nemEi5llTO
16,1,@00004Eliran
16,2,חחחחחחחחח
16,3,חיים
16,4,שלי
16,5,אוהבת
16,6,אותך
17,1,חשבתי
17,2,ש
17,3,הרבה
17,4,דברים
17,5,ישתנו
17,6,כש
17,7,יהיו
17,8,לי
17,9,ילדים
17,10,אבל
17,11,לא
17,12,תיארתי
17,13,לעצמי
17,14,ש
17,15,אוטו
17,16,שנראה
17,17,מ
18,1,@avialadani
18,2,תודה
18,3,אני
18,4,אחפש
18,5,מחר
18,6,😘😊
19,1,פרימו
19,2,ביציע
19,3,;
19,4,"""אני"
19,5,קורא
19,6,גם
19,7,מאמרים
19,8,ב
19,9,"חול..."""
19,10,beach
19,11,please
20,1,RT
20,2,@00004Eliran:
20,3,הכל
20,4,ל
20,5,טובה
20,6,🙌
21,1,במקום
21,2,לישון
21,3,עכשיו
21,4,מחכות
21,5,ל
21,6,ציוץ
21,7,של
21,8,לאלי
22,1,RT
22,2,@yuval_goborov:
22,3,אל
22,4,תסמוך
22,5,על
22,6,מישהו
22,7,ש
22,8,איכזב
22,9,אותך
22,10,ב
22,11,עבר
22,12,.
23,1,הניחיי
23,2,לי
23,3,הניחייי
23,4,לייי
24,1,@SoyHodaya
24,2,@avialadani
24,3,"צודקת,"
24,4,אני
24,5,מחסירה
24,6,רק
24,7,3
24,8,פרקים
24,9,ל
24,10,מזלי.
24,11,דיי
24,12,הם
24,13,כאלה
24,14,מושלמים!!
24,15,כיף
24,16,לראות
24,17,אותה
24,18,מאושרת
24,19,ו
24,20,טוב
24,21,ש
24,22,היא
24,23,לא
24,24,מתעסקת
24,25,ב
24,26,להתאבל
24,27,על
24,28,הפרידה
25,1,כשיש
25,2,לנו
25,3,מאנצ
25,4,רצחח
25,5,😊
25,6,#נאפיס
25,7,https://t.co/7ou0qwgKEu
26,1,@amitwinder
26,2,כי
26,3,ב
26,4,רוב
26,5,ה
26,6,אמונות
26,7,יש
26,8,מנגנון
26,9,של
26,10,כפרה.
26,11,כקתולי
26,12,למשל
26,13,זה
26,14,"מובנה,"
26,15,אם
26,16,לא
26,17,עשית
26,18,חטאים
26,19,להתוודות
26,20,עליהם
26,21,אתה
26,22,ב
26,23,בעיה.
27,1,השכיחי
27,2,ממני
27,3,את
27,4,ה
27,5,תחושה
27,6,ש
27,7,כל
27,8,הזמן
27,9,מביטות
27,10,בי
27,11,עינייך
28,1,מצפה
28,2,למשחק
28,3,של
28,4,הבילס
28,5,ב
28,6,קוצר
28,7,רוח.
28,8,ש
28,9,זה
28,10,כמובן
28,11,אומר
28,12,ש
28,13,הם
28,14,הולכים
28,15,לבעוט
28,16,ב
28,17,דלי
28,18,הערב.
28,19,ההימור
28,20,שלי:
28,21,16
28,22,"דגלים,"
28,23,קרפנטר
28,24,מחטיא
28,25,FG
28,26,ב
28,27,שנייה
28,28,ה
28,29,"אחרונה,"
28,30,הפסד
28,31,בנקודה
29,1,@NBHRUY
29,2,מניפולציה.
29,3,תמונה
29,4,אחת
29,5,מ
29,6,זווית
29,7,אחת
29,8,שווה
29,9,אלפי
29,10,שקרים
30,1,@FakePini
30,2,למי
30,3,שלא
30,4,הבין
30,5,...מעשה
30,6,אמיץ
30,7,=
30,8,למנות
30,9,אותך
30,10,פיני
30,11,ל
30,12,תפקיד
30,13,ניהולי
30,14,ב
30,15,קבוצה!!!
31,1,@noamsha
31,2,אני
31,3,כבר
31,4,סיימתי
32,1,@Spider_Chen
32,2,הבטחתי
32,3,ל
32,4,אשתי
32,5,ש
32,6,אני
32,7,אתן
32,8,לה
32,9,להוריד
32,10,לי
32,11,כאפה
32,12,לפני
32,13,00:00
33,1,@stagadouch
33,2,ו
33,3,הכנתי
33,4,סושי!
33,5,מתי
33,6,ממנים
33,7,אותי
33,8,לשגרירה
33,9,של
33,10,כבוד
33,11,"ב,"
33,12,"אה,"
33,13,סושי
33,14,זה
33,15,יפני
33,16,נכון?
34,1,עד
34,2,כמה
34,3,נאחס
34,4,אני
34,5,מ
34,6,אחד
34,7,ו
34,8,עד
34,9,להתעורר
34,10,עכשיו
34,11,אחרי
34,12,כמה
34,13,שעות
34,14,שישנתי
35,1,@afiskidrauhl
35,2,הלכת
35,3,צי
35,4,בדיוק
35,5,ש
35,6,התחלתי
35,7,להשתין
35,8,מגעילה
35,9,יכולתי
35,10,למות
35,11,אבל
35,12,לא
35,13,את
35,14,הלכת
36,1,דב
36,2,חנין
36,3,מצוין
36,4,ב
36,5,ראיון
36,6,עם
36,7,ניר
36,8,גונטז'
36,9,כמו
36,10,לימונדה
36,11,ל
36,12,צמא
36,13,ב
36,14,חניון
36,15,חם
36,16,https://t.co/ceu2pbVcuY
37,1,@NetanelBuhbut1
37,2,מישהו
37,3,חכם
37,4,פעם
37,5,אמר
37,6,לי
37,7,ש
37,8,נתנאל
37,9,בוחבוט
37,10,מטומטמת
38,1,RT
38,2,@coral_nisimov:
38,3,אני
38,4,רוצה
38,5,סרט
38,6,אימה
38,7,ב
38,8,תלת
38,9,מימד
38,10,ש
38,11,לא
38,12,יהיה
38,13,צפוי
38,14,ו
38,15,ש
38,16,יפחיד
38,17,אותי
38,18,ב
38,19,רמה
38,20,של
38,21,לא
38,22,לישון
38,23,כמה
38,24,ימים!!!!!!!
39,1,@Hagaraby
39,2,אעעעעעע!!!
39,3,אני
39,4,זוכרת
39,5,משו
39,6,ב
39,7,מעורפל
40,1,יום
40,2,שישי
40,3,ה-13
40,4,ו
40,5,אמן
40,6,דייגו
40,7,קוסטה
40,8,יבוא
40,9,לכם
40,10,ב
40,11,חלום.......👺👺
41,1,jmusic.me:
41,2,אייל
41,3,סלע
41,4,–
41,5,קריאת
41,6,ה
41,7,הרים
41,8,https://t.co/FsWV2Uwz7G
42,1,אני
42,2,מתנערת
42,3,מ
42,4,עננה
42,5,ש
42,6,הייתי
42,7,שרויה
42,8,בה
43,1,RT
43,2,@davidkhalili1:
43,3,וואו
43,4,מה
43,5,זה
43,6,ה
43,7,דבר
43,8,ה
43,9,זה
44,1,@coral_nisimov
44,2,ואני
44,3,שואלת
44,4,איך
45,1,מעכל
45,2,https://t.co/gLTlvmKOXg
46,1,מישל
46,2,רודריגז
46,3,משחקת
46,4,בדיוק
46,5,את
46,6,אותו
46,7,התפקיד
46,8,בכל
46,9,סרט
47,1,רבע
47,2,"לאחד,"
47,3,עוד
47,4,לא
47,5,נרדמתי
47,6,ואני
47,7,צריכה
47,8,לקום
47,9,לשעת
